1840,1840,0,61287,
3235,3235,0,95068,
699,699,0,6613,
2430,2430,0,26730,
4633,4633,0,373213,
4676,4676,0,323470,
4163,4163,0,251645,
2525,2525,0,70216,
1437,1437,0,20143,
2003,2003,0,62988,
3880,3880,0,252597,
3598,3598,0,181291,
3942,3942,0,248383,
2438,2438,0,81109,
4877,4877,0,306242,
3873,3873,0,81644,
1465,1465,0,35772,
4178,4178,0,278080,
3016,3016,0,77235,
4957,4957,0,423142,
4170,4170,0,278326,
2006,2006,0,44060,
3532,3532,0,182337,
3063,3063,0,136697,
3797,3797,0,176342,
5285,5285,0,452689,
3039,3039,0,117706,
4317,4317,0,256951,
3246,3246,0,147895,
3813,3813,0,201044,
3865,3865,0,198989,
4829,4829,0,364497,
2692,2692,0,108415,
3325,3325,0,101029,
3638,3638,0,204333,
3848,3848,0,175251,
3709,3709,0,120560,
3486,3486,0,217827,
1053,1053,0,9992,
3742,3742,0,218843,
2319,2319,0,32536,
2008,2008,0,61172,
3507,3507,0,151220,
3746,3746,0,230407,
5261,5261,0,456967,
1448,1448,0,38254,
4311,4311,0,240456,
3154,3154,0,19753,
2171,2171,0,77484,
2372,2372,0,81181,
2714,2714,0,99715,
3296,3296,0,165835,
3030,3030,0,184996,
1807,1807,0,47065,
3523,3523,0,172860,
4413,4413,0,307417,
3608,3608,0,244747,
2369,2369,0,83821,
3768,3768,0,83103,
4265,4265,0,337363,
4269,4269,0,344336,
3977,3977,0,271535,
3251,3251,0,133875,
4887,4887,0,385695,
4384,4384,0,322999,
3296,3296,0,150272,
1630,1630,0,14196,
3822,3822,0,163565,
3612,3612,0,173564,
2046,2046,0,46537,
3349,3349,0,166428,
4268,4268,0,242344,
919,919,0,6062,
1322,1322,0,18196,
4397,4397,0,336150,
3242,3242,0,161453,
2338,2338,0,21179,
4197,4197,0,254980,
3051,3051,0,72123,
2384,2384,0,45962,
1996,1996,0,31305,
4557,4557,0,382069,
2710,2710,0,55828,
4059,4059,0,155376,
1984,1984,0,39854,
2516,2516,0,40038,
2962,2962,0,173248,
1510,1510,0,25517,
2499,2499,0,100411,
3402,3402,0,104839,
3049,3049,0,67333,
4483,4483,0,337094,
4169,4169,0,264816,
2650,2650,0,129293,
4646,4646,0,345703,
2329,2329,0,63698,
3793,3793,0,71836,
959,959,0,10639,
4726,4726,0,381438,
2596,2596,0,13898,
2776,2776,0,71728,
4746,4746,0,351678,
2584,2584,0,79115,
1432,1432,0,16269,
4721,4721,0,374112,
4154,4154,0,281018,
2573,2573,0,46489,
1885,1885,0,22460,
700,700,0,4197,
2827,2827,0,134856,
3345,3345,0,112318,
3848,3848,0,56076,
4866,4866,0,349094,
3321,3321,0,192924,
3598,3598,0,209069,
3509,3509,0,138648,
1781,1781,0,37411,
1334,1334,0,18533,
2913,2913,0,87109,
3413,3413,0,160820,
1111,1111,0,13472,
4103,4103,0,256986,
1192,1192,0,21989,
